Products Collection ID,Product ID,Variants Collection ID,Variant ID,Product Handle,Product Name,Product Type,Product Description,Product Categories,Main Variant Image,More Variant Images,Variant Price,Variant Compare-at Price,Product Tax Class,Variant Sku,Variant Inventory,Requires Shipping,Variant Weight,Variant Width,Variant Height,Variant Length,Variant Download Name,Variant Download URL,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Created On,Updated On,Published On
6336f0ecad51133db8d9f8ee,6336fb858d6e93afca34b839,6336f0ecad51132fc1d9f8ed,6336fb868d6e93dce034b863,awesomeness,Awesomeness,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e93c5fa34b847_6336e84a6e1a2beee5f28f2c_store-item-2.jpeg,,$50.00,,standard-taxable,white_first,,true,35,12,4.5,2.2,,,Colour,White,Composition,First,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Tue Oct 04 2022 18:13:13 GMT+0000 (Coordinated Universal Time),Tue Oct 04 2022 18:13:21 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e93afca34b839,6336f0ecad51132fc1d9f8ed,6336fb868d6e93844234b861,awesomeness,Awesomeness,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e93024234b842_6336e84a6e1a2beee5f28f2c_store-item-2.jpeg,,$60.00,,standard-taxable,,,true,35,12,4.5,2.2,,,Colour,Black,Composition,First,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Tue Oct 04 2022 18:13:13 GMT+0000 (Coordinated Universal Time),Tue Oct 04 2022 18:13:21 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e93db2034b83c,6336f0ecad51132fc1d9f8ed,6336fb868d6e93f47234b85c,breathtaking,Breathtaking,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 1;Category 3;Category 4,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e937fee34b849_6336e84a6e1a2beee5f28f2c_store-item-2.jpeg,,$60.00,,standard-taxable,,,true,56,23,88,45,,,,,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e9348fe34b83a,6336f0ecad51132fc1d9f8ed,6336fb868d6e936fb334b86f,directness,Directness,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e93108134b84e_6336e84a6e1a2b362ff28f2b_store-item-3.jpeg,,$60.00,,standard-taxable,,,true,45,36,54,32,,,Colour,White,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e9348fe34b83a,6336f0ecad51132fc1d9f8ed,6336fb868d6e93854534b86e,directness,Directness,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e93228534b850_6336e84a6e1a2b362ff28f2b_store-item-3.jpeg,,$60.00,,standard-taxable,,,true,45,36,54,32,,,Colour,Grey,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e9348fe34b83a,6336f0ecad51132fc1d9f8ed,6336fb868d6e9340f734b86d,directness,Directness,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e93505034b84b_6336e84a6e1a2b362ff28f2b_store-item-3.jpeg,,$60.00,,standard-taxable,,,true,45,36,54,32,,,Colour,Black,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e9300e234b83d,6336f0ecad51132fc1d9f8ed,6336fb868d6e931ec034b86c,legacy,Legacy,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 4,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e9348e334b852_6336e84a6e1a2b52daf28f2a_store-item-1.jpeg,,$60.00,,standard-taxable,,,true,2,2.3,0.3,0.5,,,Colour,White,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e9300e234b83d,6336f0ecad51132fc1d9f8ed,6336fb868d6e933c4334b86b,legacy,Legacy,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 4,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb868d6e939a1a34b854_6336e84a6e1a2b52daf28f2a_store-item-1.jpeg,,$60.00,,standard-taxable,,,true,2,2.3,0.3,0.5,,,Colour,Grey,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e9300e234b83d,6336f0ecad51132fc1d9f8ed,6336fb868d6e93b99f34b86a,legacy,Legacy,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 4,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb868d6e930fde34b857_6336e84a6e1a2b52daf28f2a_store-item-1.jpeg,,$60.00,,standard-taxable,,,true,2,2.3,0.3,0.5,,,Colour,Black,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e93d0c234b83f,6336f0ecad51132fc1d9f8ed,6336fb868d6e937e1034b860,lucidity,Lucidity,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 2,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e93450334b84d_6336e84a6e1a2b362ff28f2b_store-item-3.jpeg,,$50.00,,standard-taxable,,,true,12,22,15,8,,,Colour,White,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e93d0c234b83f,6336f0ecad51132fc1d9f8ed,6336fb868d6e932d8334b85f,lucidity,Lucidity,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 2,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e93ca6234b84f_6336e84a6e1a2b362ff28f2b_store-item-3.jpeg,,$50.00,,standard-taxable,,,true,12,22,15,8,,,Colour,Black,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e93d0c234b83f,6336f0ecad51132fc1d9f8ed,6336fb868d6e93311534b85e,lucidity,Lucidity,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 2,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e935b3534b84c_6336e84a6e1a2b362ff28f2b_store-item-3.jpeg,,$50.00,,standard-taxable,,,true,12,22,15,8,,,Colour,Grey,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e933ad634b840,6336f0ecad51132fc1d9f8ed,6336fb868d6e93cb7134b85a,plainness,Plainness,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 1;Category 3,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e93e3fa34b844_6336e84a6e1a2beee5f28f2c_store-item-2.jpeg,,$40.00,,standard-taxable,,,true,2.8,15.59,8.6,4.5,,,Colour,Black,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e933ad634b840,6336f0ecad51132fc1d9f8ed,6336fb868d6e9307e334b85b,plainness,Plainness,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 1;Category 3,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e934bc634b843_6336e84a6e1a2beee5f28f2c_store-item-2.jpeg,,$40.00,,standard-taxable,,,true,2.8,15.59,8.6,4.5,,,Colour,White,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e933ad634b840,6336f0ecad51132fc1d9f8ed,6336fb868d6e933a9634b859,plainness,Plainness,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 1;Category 3,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e93f03c34b846_6336e84a6e1a2beee5f28f2c_store-item-2.jpeg,,$40.00,,standard-taxable,,,true,2.8,15.59,8.6,4.5,,,Colour,Grey,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e931e4d34b83e,6336f0ecad51132fc1d9f8ed,6336fb868d6e9325f134b85d,simplicity,Simplicity,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb868d6e932cc034b855_6336e84a6e1a2b52daf28f2a_store-item-1.jpeg,,$40.00,,standard-taxable,,,true,2.8,15.59,8.6,4.5,,,,,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e93221f34b841,6336f0ecad51132fc1d9f8ed,6336fb868d6e93562e34b866,unbelievable,Unbelievable,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 1;Category 2;Category 4,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb868d6e933d5934b856_6336e84a6e1a2b52daf28f2a_store-item-1.jpeg,,$45.00,,standard-taxable,,,true,19,12,15,14,,,Colour,White,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e93221f34b841,6336f0ecad51132fc1d9f8ed,6336fb868d6e93419134b865,unbelievable,Unbelievable,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 1;Category 2;Category 4,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb858d6e9309bf34b853_6336e84a6e1a2b52daf28f2a_store-item-1.jpeg,,$50.00,,standard-taxable,,,true,56,15,19,78,,,Colour,Grey,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
6336f0ecad51133db8d9f8ee,6336fb858d6e93221f34b841,6336f0ecad51132fc1d9f8ed,6336fb868d6e93f12e34b864,unbelievable,Unbelievable,Advanced,Even the all-powerful Pointing has no control about the blind texts it is an almost unorthographic life.,Category 1;Category 2;Category 4,https://uploads-ssl.webflow.com/6336f0ecad5113204bd9f8e2/6336fb868d6e937b9134b858_6336e84a6e1a2b52daf28f2a_store-item-1.jpeg,,$55.00,,standard-taxable,,,true,12,23,55,88,,,Colour,Black,,,,,Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 14:21:57 GMT+0000 (Coordinated Universal Time),Fri Sep 30 2022 15:01:43 GMT+0000 (Coordinated Universal Time)
